seller_id,order_count,avg_processing_time,avg_delivery_days,total_sales,prediction
6JelfdTNhHzl,1,1.0,9.0,26.77,2
6MAbbnUfDgoY,7,0.14285714285714285,6.428571428571429,1498.22,2
6MiWj2HWq9eD,15,0.7333333333333333,7.533333333333333,8003.299999999999,1
6OzEAZLOjsy2,16,0.1875,5.6875,3022.7599999999998,2
6RBm8XoBSX9U,84,0.14285714285714285,6.119047619047619,12984.06,1
6RP6rI6FuNCn,11,0.36363636363636365,6.363636363636363,1511.79,0
6RXn8X3tMEFa,1,0.0,7.0,184.9,1
6S5BD1ybM0k0,82,0.5121951219512195,5.829268292682927,28384.97,2
6SEfGu8XEXxz,397,0.14609571788413098,6.61712846347607,77878.68,1
6Sep5eQn5vul,2,0.0,7.0,89.28999999999999,2
6TQE8UIDcEZw,1,0.0,7.0,111.27,0
6UPXe7Q70FIn,2,0.0,8.0,93.93,1
6Veh5IbeIztn,7,0.5714285714285714,6.0,3685.75,0
6XDNR2n69Ce6,1,0.0,3.0,151.2,0
6ZoklTqvELug,12,0.0,6.916666666666667,1021.14,2
6bEIol2dR3Cp,2,0.0,7.5,491.05,0
6jGWZLtrj4fF,51,0.5490196078431373,6.470588235294118,12261.51,0
6jg32h1EZAGP,11,0.0,5.7272727272727275,1661.29,2
6n3HXkuuv1Xj,3,0.3333333333333333,6.0,203.82999999999998,1
6rl1Z71HvArf,1,1.0,6.0,319.29,1
6sxwOP5ZryfM,17,0.0,5.235294117647059,13163.689999999999,1
6uVsdw6QHORc,22,0.18181818181818182,7.090909090909091,1490.3999999999999,0
6wUcyD899kOA,3,0.6666666666666666,6.666666666666667,1115.01,0
6xOZQq4o7ck2,1,0.0,8.0,181.56,2
6ywUQmf7ylJv,62,0.06451612903225806,5.854838709677419,20665.21,1
6zU3OSQ6blQ7,21,0.7619047619047619,8.380952380952381,3661.5299999999997,2
71QYNy333dEu,1,1.0,8.0,820.0,1
72e7ZZz0NSHa,1,0.0,10.0,31.0,2
72mgEDdAamG4,22,0.45454545454545453,6.909090909090909,8227.74,2
73df1KlToIGL,2,0.0,7.5,84.59,2
73jr4z4JJLzT,499,0.09619238476953908,6.567134268537074,231781.36000000002,1
749RWLvjL33b,11,3.272727272727273,5.545454545454546,983.05,0
74cOgo4ZqQNV,7,0.42857142857142855,6.0,4277.62,0
751gJhUx3od1,11,0.2727272727272727,6.2727272727272725,1110.19,0
77RZmaX4locH,1,0.0,3.0,181.0,2
77p2EYxcM9MD,60,0.3,7.283333333333333,11907.89,0
783CRaGkNtcx,5,0.4,8.4,1366.9,2
78sV6I5nExj0,77,0.2597402597402597,6.87012987012987,20826.99,1
79fGAMNBDzTH,15,1.2,5.866666666666666,4640.44,2
79i3uW0ev518,137,0.12408759124087591,6.810218978102189,14975.28,1
7ANVd9LVZplS,8,0.0,5.25,3397.08,0
7C9baDb5TEed,2,0.0,6.0,97.93,1
7ChBS5ebVsQ2,16,0.0,5.0,13592.0,2
