seller_id,performance,performance_score,order_count,total_sales,avg_order_value,avg_processing_time,avg_delivery_days,prediction,on_time_delivery_rate,shipping_ratio
OfdN83gFboMR,High,60.92,3,835.11,278.37,0.0097839506172839,4.67645061728395,0,100.0,18.45625127228748
3hL1JCnc9i88,High,58.12,5,825.31,165.06199999999998,0.069625,5.069625,0,100.0,22.95379917849051
QBtOUVIMLaMq,High,52.64,6,822.7,137.11666666666667,0.365258487654321,4.531925154320988,0,100.0,31.899841983712165
Hp8bkbmMjDcX,High,42.81,1,820.05,820.05,0.4765740740740741,7.476574074074074,0,100.0,7.737333089445767
fpNoI3hMuG2z,High,55.93,1,820.05,820.05,0.0101736111111111,4.010173611111111,0,100.0,15.323455886836168
lXOZaeAgIEqx,High,42.95,1,820.05,820.05,0.4676851851851852,3.4676851851851853,0,100.0,6.274007682458388
nqAPq236wzR1,High,48.02,1,820.05,820.05,0.2443518518518518,6.244351851851852,0,100.0,2.548625083836351
rEq7VkFxXkcj,High,54.85,1,820.05,820.05,0.0123263888888888,5.012326388888889,0,100.0,4.714346686177672
yYAZJJTuJycC,High,57.45,1,820.05,820.05,0.0083333333333333,4.008333333333334,0,100.0,15.975855130784709
PneNvgMlmV0g,High,58.25,1,820.0,820.0,0.0070833333333333,7.007083333333333,0,100.0,19.723170731707317
Q2D5os1KqKJG,High,55.77,1,820.0,820.0,0.0102777777777777,6.010277777777778,0,100.0,3.943902439024391
